comment,label
youtube#comment,3624305,48925,55163,2961012,Your family is  muslim please answer me,,1,2020-08-08 13:54:42+00:00,2020-08-08 13:54:42+00:00
youtube#comment,2726894,53183,21710,3594592,food is a toy for you you can't play with food,,0,2023-08-15 16:36:11+00:00,2023-08-15 16:36:10+00:00
youtube#comment,4120478,12599,71738,1983704,Prime l swear no one has talked about it in like 3 months,,0,2025-06-29 20:29:04+00:00,2025-06-29 20:29:04+00:00
youtube#comment,4043264,5475,90051,529307,Can u please do the 100 layer makeup challenge??? ❤❤,,0,2024-07-27 21:19:57+00:00,2024-07-27 21:19:57+00:00
youtube#comment,1146671,37371,5214,1211253,Women typically want a guy that is manly and when I say manly I mean country construction worker manly although that is not all women but you should ask someone out not wait around then you’ll miss an opportunity you never knew you had,,0,2024-07-19 03:22:05+00:00,2024-07-19 03:22:05+00:00
youtube#comment,204519,17085,90938,852241,me either,2671872,0,2023-04-21 09:31:15+00:00,2023-04-21 09:31:15+00:00
youtube#comment,3084947,34741,74995,2814047,Can anyone tell MWe what happen to peyton,,1,2024-02-02 03:55:23+00:00,2024-02-02 03:55:23+00:00
youtube#comment,3805837,9603,85840,1854465,Is it a stone?,,1,2022-02-04 14:31:43+00:00,2022-02-04 14:31:43+00:00
youtube#comment,4180489,31798,2918,334134,Do you bleach your knots?,,0,2022-07-15 18:02:36+00:00,2022-07-15 18:02:36+00:00
youtube#comment,3443182,11399,50000,2094591,Ryujin really said: “am i a joke to you 🤨?”,,790,2021-04-24 23:33:41+00:00,2021-04-24 23:33:41+00:00
youtube#comment,422959,12599,70219,3393237,My math teacher is Indian but im not tryna be racist but I can’t understand what he’s talking Abt 😭🙏,3110130,0,2024-12-09 19:11:09+00:00,2024-12-09 19:11:09+00:00
youtube#comment,1079380,29048,66607,1701551,Freaky bubble gum and scarey bananas!,,0,2023-11-20 10:28:10+00:00,2023-11-20 10:28:10+00:00
youtube#comment,4273816,50493,17881,2063431,I hope it’s not long before Bri can take  her babies back home. Hope the weather is getting better,,0,2022-07-26 02:11:02+00:00,2022-07-26 02:11:02+00:00
youtube#comment,2398466,33748,84982,1356773,Talula apripera,,0,2024-12-22 14:26:09+00:00,2024-12-22 14:26:09+00:00
youtube#comment,1260585,29048,7358,351427,I dare you to go out like that,,0,2024-08-24 18:28:24+00:00,2024-08-24 18:28:24+00:00
🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🦊🦊🦊🐗🐗🐗🐭🐭🦎🦎🦎🐸🐸youtube#comment,511282,29330,77627,2911734,🎯🎯🎯🎯🎯,1470255,0,2025-07-06 07:06:59+00:00,2025-07-06 07:06:59+00:00
youtube#comment,483475,3865,66014,585500,AFRICA🤎🤎🤎🤎🤎🤎,1548526,2,2025-05-01 16:44:56+00:00,2025-05-01 16:44:56+00:00
youtube#comment,3505050,3613,55094,169209,👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,,0,2025-03-08 19:29:32+00:00,2025-03-08 19:29:32+00:00
